,X,Y,Z
91184,9.73119068145752,-4.076657295227051,0.5547193884849548
91185,9.734415054321289,-4.06770658493042,0.5565428137779236
91186,9.737627983093262,-4.058751106262207,0.5583709478378296
91187,9.74083423614502,-4.0497918128967285,0.5602087378501892
91188,9.744030952453613,-4.04082727432251,0.5620524883270264
91189,9.747214317321777,-4.031859397888184,0.5639017224311829
91190,9.750389099121094,-4.022884845733643,0.5657597780227661
91191,9.753552436828613,-4.013908386230469,0.5676233768463135
91192,9.756710052490234,-4.004926681518555,0.5694951415061951
91193,9.759852409362793,-3.995941638946533,0.5713726878166199
91194,9.76298713684082,-3.986950397491455,0.5732583999633789
91195,9.76611614227295,-3.9779577255249023,0.5751506090164185
91196,9.769229888916016,-3.9689581394195557,0.5770498514175415
91197,9.77233600616455,-3.9599554538726807,0.5789562463760376
91198,9.775431632995605,-3.9509472846984863,0.5808696150779724
91199,9.778518676757812,-3.9419374465942383,0.5827895402908325
91200,9.781591415405273,-3.9329230785369873,0.584716796875
91201,9.784660339355469,-3.9239022731781006,0.5866531133651733
91202,9.787714004516602,-3.9148781299591064,0.5885947346687317
91203,9.790762901306152,-3.905850648880005,0.5905437469482422
91204,9.79379653930664,-3.896817922592163,0.5925015211105347
91205,9.796825408935547,-3.8877811431884766,0.5944654941558838
91206,9.799839973449707,-3.8787407875061035,0.5964365601539612
91207,9.802844047546387,-3.869694232940674,0.5984159111976624
91208,9.805840492248535,-3.860645055770874,0.6004019379615784
91209,9.808826446533203,-3.8515918254852295,0.6023960113525391
91210,9.811800956726074,-3.8425347805023193,0.604396402835846
91211,9.814767837524414,-3.833472967147827,0.6064062118530273
91212,9.817723274230957,-3.824406385421753,0.6084219813346863
91213,9.820671081542969,-3.815337657928467,0.6104451417922974
91214,9.823602676391602,-3.8062641620635986,0.612476646900177
91215,9.826529502868652,-3.7971842288970947,0.6145157814025879
91216,9.829445838928223,-3.7881033420562744,0.6165620684623718
91217,9.832352638244629,-3.7790169715881348,0.6186161041259766
91218,9.835246086120605,-3.769925832748413,0.6206775903701782
91219,9.838130950927734,-3.760831832885742,0.6227480173110962
91220,9.841004371643066,-3.751732110977173,0.6248252391815186
91221,9.8438720703125,-3.742629289627075,0.6269110441207886
91222,9.846728324890137,-3.7335221767425537,0.6290044188499451
91223,9.849568367004395,-3.7244110107421875,0.6311051845550537
91224,9.852405548095703,-3.715297222137451,0.63321453332901
91225,9.855230331420898,-3.7061774730682373,0.6353316903114319
91226,9.858040809631348,-3.6970551013946533,0.6374564170837402
91227,9.860845565795898,-3.6879279613494873,0.6395885348320007
91228,9.863638877868652,-3.67879581451416,0.6417294144630432
91229,9.866424560546875,-3.6696596145629883,0.6438791155815125
91230,9.869199752807617,-3.660521984100342,0.6460364460945129
91231,9.871963500976562,-3.6513795852661133,0.6482012867927551
91232,9.874714851379395,-3.6422324180603027,0.6503735184669495
91233,9.877459526062012,-3.6330807209014893,0.6525554060935974
91234,9.880189895629883,-3.6239254474639893,0.6547454595565796
91235,9.882912635803223,-3.61476731300354,0.6569439172744751
91236,9.885624885559082,-3.6056039333343506,0.6591503620147705
91237,9.888328552246094,-3.596437692642212,0.6613641381263733
91238,9.891023635864258,-3.587266683578491,0.6635876297950745
91239,9.89370059967041,-3.578091859817505,0.6658182144165039
91240,9.896369934082031,-3.568913459777832,0.6680580377578735
91241,9.899032592773438,-3.5597307682037354,0.6703058481216431
91242,9.901681900024414,-3.5505430698394775,0.6725624799728394
91243,9.90432357788086,-3.5413544178009033,0.674827516078949
91244,9.906950950622559,-3.532158136367798,0.6771005392074585
91245,9.909570693969727,-3.5229601860046387,0.6793835759162903
91246,9.912184715270996,-3.513758420944214,0.6816751956939697
91247,9.914783477783203,-3.504554510116577,0.6839746236801147
91248,9.917373657226562,-3.495342969894409,0.6862830519676208
91249,9.919952392578125,-3.486130475997925,0.688599705696106
91250,9.922518730163574,-3.4769129753112793,0.6909253597259521
91251,9.925076484680176,-3.467691659927368,0.6932604312896729
91252,9.927623748779297,-3.4584667682647705,0.6956040859222412
91253,9.930159568786621,-3.449237823486328,0.6979559659957886
91254,9.932687759399414,-3.4400081634521484,0.7003160119056702
91255,9.93520450592041,-3.430769681930542,0.7026877403259277
91256,9.93770980834961,-3.421529769897461,0.7050662040710449
91257,9.940205574035645,-3.4122846126556396,0.7074553370475769
91258,9.9426908493042,-3.403038501739502,0.7098510265350342
91259,9.945164680480957,-3.3937861919403076,0.712257981300354
91260,9.94762897491455,-3.384530782699585,0.7146735787391663
91261,9.950084686279297,-3.375272512435913,0.7170981168746948
91262,9.952526092529297,-3.3660097122192383,0.7195307016372681
91263,9.954960823059082,-3.3567440509796143,0.7219747304916382
91264,9.95738410949707,-3.347473382949829,0.7244283556938171
91265,9.959796905517578,-3.338200330734253,0.7268897891044617
91266,9.962198257446289,-3.328922986984253,0.729360044002533
91267,9.964588165283203,-3.3196418285369873,0.7318403124809265
91268,9.96696662902832,-3.310356616973877,0.7343294024467468
91269,9.969339370727539,-3.301069498062134,0.7368285059928894
91270,9.971697807312012,-3.291776418685913,0.7393370866775513
91271,9.974045753479004,-3.2824819087982178,0.7418554425239563
91272,9.976386070251465,-3.273181915283203,0.7443848848342896
91273,9.978713989257812,-3.2638771533966064,0.7469216585159302
91274,9.981033325195312,-3.254572868347168,0.7494695782661438
91275,9.98333740234375,-3.2452614307403564,0.7520254254341125
91276,9.98563289642334,-3.235948085784912,0.7545918822288513
91277,9.987918853759766,-3.2266311645507812,0.7571690678596497
91278,9.99019718170166,-3.2173104286193848,0.7597548365592957
91279,9.992460250854492,-3.207984685897827,0.7623520493507385
91280,9.994715690612793,-3.198657512664795,0.7649579048156738
91281,9.996955871582031,-3.1893250942230225,0.7675729393959045
91282,9.999188423156738,-3.179990291595459,0.7701996564865112
91283,10.001412391662598,-3.1706502437591553,0.772835373878479
91284,10.003622055053711,-3.161308765411377,0.7754813432693481
91285,10.00582504272461,-3.151963710784912,0.7781381607055664
91286,10.008012771606445,-3.142613649368286,0.7808042168617249
91287,10.01019287109375,-3.1332619190216064,0.7834811210632324
91288,10.012362480163574,-3.123905658721924,0.7861674427986145
91289,10.014521598815918,-3.114546060562134,0.78886479139328
91290,10.016668319702148,-3.105181932449341,0.791572630405426
91291,10.018805503845215,-3.0958166122436523,0.7942896485328674
